大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,招生网址,专业网址,所属院系网址,更多项目信息
Johns Hopkins University,MSEM,Master of Science in Global Innovation and Leadership：Technical Concentrations,工程学院,Whiting School of Engineering,https://msil.engineering.jhu.edu/admissions/,https://msil.engineering.jhu.edu/academics/technical-track/,https://engineering.jhu.edu,"• Dual-track curriculum: Combines a cohort-based management track with six specialized technical tracks for comprehensive global leadership skills.
• Practical experience: Offers real-world projects, case studies, and a 1-credit internship opportunity.
• Career readiness: Prepares graduates for leadership roles in diverse sectors, supported by an industry professional network.
• STEM-designated degree: Provides a competitive advantage in the job market, welcoming students from varied academic backgrounds."
Columbia University,MS,Data Science,工程与应用科学研究生学院,The Fu Foundation School of Engineering and Applied Science,https://datascience.columbia.edu/education/programs/m-s-in-data-science/admissions/,https://datascience.columbia.edu/education/programs/m-s-in-data-science/,https://engineering.columbia.edu,"• Year-long capstone project with industry, government, or non-profit partners.
• Interdisciplinary curriculum jointly offered by Statistics, Computer Science, and Industrial Engineering.
• Strong career placement at leading companies including Amazon, Google, and McKinsey.
• Flexible electives: explore entrepreneurship or specialized tracks via eight research centers."
Columbia University,PhD,The PhD specialization in Data Science,工程与应用科学研究生学院,The Fu Foundation School of Engineering and Applied Science,https://datascience.columbia.edu/education/programs/ph-d-with-a-specialization-in-data-science/,https://datascience.columbia.edu/education/programs/ph-d-with-a-specialization-in-data-science/,https://engineering.columbia.edu,"• Interdisciplinary specialization for existing PhD students in Applied Math, CS, EE, IEOR, and Statistics.
• Curriculum spans Computation, Optimization, and Statistics, ensuring a broad and deep data science foundation.
• Access to ten Data Science Institute research centers, including Health Analytics and Smart Cities.
• Research focus areas: Climate, Healthcare, Social Justice, Business and Finance, and Foundations of Data Science."
Columbia University,MS,Applied Analytics,School of Professional Studies,School of Professional Studies,https://sps.columbia.edu/admissions/masters-degree-applicants,https://sps.columbia.edu/academics/masters/applied-analytics,https://sps.columbia.edu,"• Integrated curriculum: Blends in-depth data analytics with leadership, management, and communication for broad industry impact.
• Specialized concentrations: Emerging Technologies (AI, blockchain, generative AI) and Quantitative Management Analytics for diverse career paths.
• Scholar-practitioner faculty: Learn from industry experts, including managing directors, ensuring real-world relevance and practical application.
• Career Catalyst Internship Program: Provides practical experience and networking opportunities, enhancing post-graduation career readiness.
• Applied problem-solving focus: Develops skills to tackle complex data challenges, translating insights into impactful business strategies."
Columbia University,MS,Applied Analytics,School of Professional Studies,School of Professional Studies,https://sps.columbia.edu/admissions/masters-degree-applicants,https://sps.columbia.edu/academics/masters/applied-analytics,https://sps.columbia.edu,"• Specialized concentrations: Emerging Technologies (AI, blockchain) and Quantitative Management Analytics (finance, operations, risk).
• Practical skill integration: Combines data analytics with leadership, management, and communication for impactful decision-making.
• Flexible study options: Offered as full-time (on-campus) or part-time (on-campus/online) Master of Science degrees.
• Hands-on technology experience: Focuses on AI-driven analytics, secure data ecosystems, and scalable cloud solutions."
Cornell University,M.Eng.,Operations Research and Information Engineering ：Data Analytics (DA),工程学院,School of Operations Research and Information Engineering,https://gradschool.cornell.edu/academics/fields-of-study/subject/operations-research-and-information-engineering/operations-research-and-information-engineering-meng-ithaca/,https://www.orie.cornell.edu/orie/programs/meng-degree-ithaca,https://www.orie.cornell.edu,"• Professional M.Eng. curriculum, emphasizing real-world application through an engineering design project.
• Data Analytics concentration, equipping students with mathematical modeling, large-scale computation, and data analytics skills.
• Client-sponsored project work provides practical experience with real data, deadlines, and deliverables.
• Cornell Tech Campus option offers entrepreneurial skills, tech-focused projects, and startup idea development.
• Graduates become prime recruiting targets for data science, analytics, product management, and entrepreneurial careers."
Cornell University,M.Eng.,Operations Research and Information Engineering ：Data Analytics (DA),工程学院,School of Operations Research and Information Engineering,https://gradschool.cornell.edu/academics/fields-of-study/subject/operations-research-and-information-engineering/operations-research-and-information-engineering-meng-ithaca/,https://www.orie.cornell.edu/orie/programs/meng-degree-ithaca,https://www.orie.cornell.edu/orie/,"• Engineering design project required, not a thesis, enhancing real-world application skills.
• Seven in-demand concentrations available, including Data Analytics, for diverse career paths.
• Professionally focused curriculum emphasizes real-world application to practical challenges."
Cornell University,M.Eng.,Operations Research and Information Engineering (M.Eng.) (Cornell NYC Tech),康奈尔科技学院,Cornell Tech,https://tech.cornell.edu/admissions/meng-application/,https://tech.cornell.edu/programs/masters-programs/master-in-operations-research-and-information-engineering/,https://tech.cornell.edu,"• Immersive Studio curriculum: develops product development and entrepreneurial skills through projects with industry partners.
• NYC Tech Hub location: integrates academic rigor with New York City's vibrant tech startup community.
• Data-driven decision-making: focuses on mathematical modeling, large-scale computation, and machine learning for business.
• Strong career outcomes: graduates secure roles in data science, consulting, and product management at leading tech companies."
Cornell University,M.P.S.,Information Science (M.P.S.) , 计算与信息科学学院,Cornell Ann S. Bowers College of Computing and Information Science,https://gradschool.cornell.edu/academics/fields-of-study/subject/information-science/information-science-mps-ithaca/,https://infosci.cornell.edu/masters/mps,https://cis.cornell.edu,"• One-year program preparing students for industry careers in information science.
• Capstone projects and practicums with client companies for real-world problem-solving.
• Flexible curriculum allows students to tailor skills in areas like UX design or data science.
• Graduates secure roles like UX designer, data scientist, and software engineer at leading companies."
Cornell University,Ph.D.,Information Science (Ph.D.) , 计算与信息科学学院,Cornell Ann S. Bowers College of Computing and Information Science,https://gradschool.cornell.edu/academics/fields-of-study/subject/information-science/information-science-phd-ithaca/,https://infosci.cornell.edu/phd,https://www.cis.cornell.edu/,"• Interdisciplinary approach: Integrates computer science with social sciences, cognitive psychology, and cultural studies for holistic research.
• Broad research specializations: Includes Human-Computer Interaction, Data Science, Natural Language Processing, and Critical Data Studies.
• Key research groups: Features the Human-Computer Interaction group and digital libraries research like ePrint arXiv.
• Dual campus engagement: Offers research and learning opportunities across both the Ithaca and Cornell Tech campuses."
Cornell University,M.P.S.,Applied Statistics (Data Science) , 计算与信息科学学院,Cornell Ann S. Bowers College of Computing and Information Science,https://gradschool.cornell.edu/academics/fields-of-study/subject/statistics/applied-statistics-mps-as-ithaca/,https://stat.cornell.edu/academics/mps-data-science-and-applied-statistics,https://www.cis.cornell.edu/,"• Professional Science Master's (PSM) program, unique among Ivy League universities and approved by the Council of Graduate Schools.
• In-depth, real-world data analysis project prepares students for professional careers in industry, business, and government.
• Two specialized options: Statistical Analysis or Data Science, emphasizing computing, databases, and scripting skills.
• Accelerated one-year program readies graduates for diverse quantitative roles in global industries."
Cornell University,M.P.S.,Applied Statistics (Data Science) , 计算与信息科学学院,Cornell Ann S. Bowers College of Computing and Information Science,https://gradschool.cornell.edu/academics/fields-of-study/subject/statistics/applied-statistics-mps-as-ithaca/,https://stat.cornell.edu/academics/mps-data-science-and-applied-statistics,https://www.cis.cornell.edu/,"• One-year professional training: Prepares for data analysis careers in business, industry, and government.
• Curriculum components: Core courses, electives, and a semester-long, real-world data analysis project.
• Specialization options: Two tracks—Statistical Analysis and Data Science, including high-performance computing.
• Professional Science Master's (PSM) program: Recognized by the Council of Graduate Schools.
• Dedicated computing resources: Access to computer labs at the Cornell Center for Social Sciences."
University of Chicago,MScA,Applied Data Science,物理科学部,Data Science Institute,https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/how-to-apply/,https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/,https://datascience.uchicago.edu,"• Real-world capstone projects with top companies across multiple sectors, solving business problems.
• Industry-leading faculty from across the country shaping the data science landscape.
• Flexible program options including full-time, part-time, in-person, online, and joint MBA/MS degrees.
• Access to an unparalleled network of global alumni, enhancing professional opportunities."
University of Chicago,MS,Data Science ,物理科学部,Physical Sciences Division,https://codas.uchicago.edu/how-to-apply/,https://codas.uchicago.edu/academics/ms-data-science/,https://physicalsciences.uchicago.edu/,"• Comprehensive Research Project: Culminates in a comprehensive final research project, essential for a data science research career.
• Experiential Learning: Data Science Clinic and capstone projects involve solving real-world problems for industry clients.
• Strong Career Outcomes: Graduates achieve high placement rates in top companies, with a median starting salary of $115k.
• Diverse Research Areas: Specializations include AI, Data Systems, Human-Centered Data Science, and Machine Learning & Statistics."
University of Chicago,Ph.D,Data Science ,物理科学部,Data Science Institute,https://codas.uchicago.edu/how-to-apply/,https://codas.uchicago.edu/academics/phd-in-data-science/,https://dsi.uchicago.edu/,"• Diverse research areas: Artificial Intelligence, Data Systems, Human-Centered Data Science, Machine Learning, and Use-Inspired Data Science.
• Interdisciplinary thesis projects: Partnerships with DSI affiliates connect students to chosen research focus areas.
• Foundational curriculum: Strong emphasis on mathematical foundations, responsible data use, and advanced computational methods."
"University of California, Berkeley",M.Eng,Data Science  ,电子工程和计算机科学系,College of Engineering,https://grad.berkeley.edu/program/electrical-engineering-computer-sciences-meng/,https://eecs.berkeley.edu/academics/graduate/industry-programs/meng/,https://engineering.berkeley.edu,"• One-year professional master's designed for engineering leaders, integrating technical expertise with economic and social aspects.
• Rigorous, team-oriented capstone projects sourced via the Fung Capstone Marketplace provide experiential learning.
• Data Science concentration prepares students for careers in data-centric industries, focusing on management and analysis.
• Robust career services include advising, placement assistance, and access to an extensive alumni industry network."
"University of California, Berkeley",MAna,Master of Analytics,工业工程与运筹学系,College of Engineering,https://grad.berkeley.edu/program/master-of-analytics-manlytx/,https://analytics.berkeley.edu/,https://engineering.berkeley.edu,"• Twelve-month STEM-designated program: immersive curriculum includes core analytics, capstone projects, and a required summer industry internship.
• Comprehensive career services: 100% internship placement, dedicated coaching, and extensive employer engagement near Silicon Valley.
• Strong employment outcomes: graduates achieve an average starting salary of $120,000 and average signing bonus of $10,000.
• Cutting-edge curriculum: taught by pioneering faculty who integrate expertise in optimization, statistics, simulation, and risk management."
"University of California, Los Angeles",MENG,Data Science ,工程与应用科学学院,UCLA Samueli School of Engineering,https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/engineering-master-of-engineering/,https://www.meng.ucla.edu/,https://samueli.ucla.edu,"• One-year professional degree for future engineering leaders.
• Data Science concentration: integrates Computer Science, Electrical & Computer Engineering, Computational Medicine expertise.
• Interdisciplinary coursework in data science, machine learning, and distributed systems.
• Engineering professional development in project management, finance, and entrepreneurship.
• Industry-sponsored capstone projects for practical experience and networking."
"University of California, Los Angeles",M.A.S.D.S,Master of Applied Statistics and Data Science,物理科学学院,Department of Statistics and Data Science,https://grad.ucla.edu/programs/physical-sciences/statistics-and-data-science-department/statistics-master-of-applied-statistics-and-data-science/,https://master.stat.ucla.edu/,https://stat.ucla.edu/,"• Program designed for working professionals, with evening courses for timely completion.
• Required thesis project involves industry partners solving real-world business problems.
• Extensive industry and government partnerships provide internships and job prospects.
• Highest job placement rate among all UCLA Self-Supporting Programs."
Rice University,MDS,Master of Data Science,工程学院,George R. Brown School of Engineering and Computing,https://cs.rice.edu/academics/graduate-programs/admission/graduate-program-application,https://cs.rice.edu/academics/graduate-programs/professional-master-data-science,https://engineering.rice.edu,"• Professional, non-thesis degree for interdisciplinary professionals in data science.
• Specialized curriculum with options in business analytics, machine learning, or image processing.
• Semester-long capstone project for applying data science to real-world problems.
• Strong industry engagement via partnerships, networking, and optional summer internships.
• Practical skill development in business training, management, and professional communication."
Vanderbilt University,MS,Data Science ,文理学院,Vanderbilt Data Science,https://www.vanderbilt.edu/datascience/msprogram/admissions/,https://www.vanderbilt.edu/datascience/msprogram/,https://www.vanderbilt.edu/datascience/,
University of Notre Dame,PHD,PHD IN ANALYTICS,商学院,Mendoza College of Business,https://graduateschool.nd.edu/degree-programs/analytics-phd---doctoral/,https://mendoza.nd.edu/research-faculty/academic-departments/phd-analytics/,https://mendoza.nd.edu,"• Core research in ethical human-centered analytics, computational social science, and digital experimentation.
• Dedicated analytics research labs including GAMA and HAL, collaborating with ND-TEC and Lucy Family Institute.
• Faculty engagement with industry partners such as Electronic Arts, Ubisoft, eBay, Oracle, and NASA.
• Full tuition waiver and annual $42,000 stipend provided for all admitted PhD students."
University of Notre Dame,M.S.,Applied and Computational Mathematics ,理学院,College of Science,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-ms---masters-professional/,https://acms.nd.edu/graduate/professional-masters-programs/,https://science.nd.edu/,"• Develops problem-solving skills with statistical, mathematical, and computational modeling for industry challenges.
• Specializations available: Applied Statistics, Applied and Computational Mathematics, Predictive Analytics, and Actuarial Science.
• Flexible program options include a 10-month track or a 16-month track with summer internship potential.
• Access to a Graduate Career Counselor for job search, resume, and interview preparation.
• Graduates secure roles with top employers, including PNC, Milliman, and the Philadelphia Phillies."
University of Notre Dame,M.S.,Applied and Computational Mathematics ,理学院,College of Science,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-ms---masters-professional/,https://acms.nd.edu/graduate/professional-masters-programs/,https://science.nd.edu/,"• Professional MS-ACMS: 30 credits in applied statistics, computational math, predictive analytics, or actuarial science.
• Flexible study options: 10-month accelerated path or 16-month option for summer internships.
• Dedicated career services: Graduate Career Counselor assistance for resume, interviews, and job search.
• Strong industry placements: Graduates secure roles in quantitative analytics, actuarial consulting, and data science."
"University of Michigan, Ann Arbor",MENG,Data Science and Machine Learning,工程学院,College of Engineering,https://ece.engin.umich.edu/academics/graduate-programs/prospective-grad-students/apply-for-grad/apply-for-meng/,https://ece.engin.umich.edu/academics/graduate-programs/prospective-grad-students/about-the-master-of-engineering-meng-program/,https://engineering.umich.edu,"• Industry-focused curriculum with practical training, engineering projects, and industrial skills for career entry.
• High workforce demand alignment, with a curriculum focused on emerging application areas in modern engineering systems.
• Data Science and Machine Learning concentration emphasizes rigorous theory, hands-on practice, and computational reasoning.
• Accelerated completion timeline, allowing students to finish the 26-credit program in one calendar year."
"University of Michigan, Ann Arbor",Ph.D,Industrial and Operations Engineering,工程学院,College of Engineering,https://ioe.engin.umich.edu/graduate/phd-program/phd-admissions-planning/,https://ioe.engin.umich.edu/graduate/phd-program/,https://engin.umich.edu,"• Full fellowship funding includes stipend, tuition, and healthcare, with guaranteed support until completion.
• Extensive interdisciplinary opportunities exist with engineering departments, Michigan Medicine, and other U-M schools.
• Research areas focus on real-world applications in healthcare, aviation, finance, and transportation.
• Ranked #2 Industrial Engineering Graduate Program by U.S. News & World Report, 2025."
"University of Michigan, Ann Arbor",MS,Industrial and Operations Engineering,工程学院,College of Engineering,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/,https://engin.umich.edu,"• Eight distinct program areas: operations engineering, data analytics, financial engineering, healthcare, human systems, safety, operations research, quality control.
• Industry internships and research experiences in faculty labs prepare students for industry or PhD careers.
• Human-centered approach to optimizing systems, leveraging over 50 years in ergonomics, human factors, and safety engineering.
• Opportunities for student-initiated dual-Master's and joint-PhD programs with diverse departments like Psychology, Biomedical Engineering, Business.
• Consistently top-ranked master's programs, emphasizing human-centric solutions in operations research, systems optimization, and human factors."
"University of Michigan, Ann Arbor",MSE,Industrial and Operations Engineering,工程学院,College of Engineering,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/,https://engin.umich.edu,"• Eight specialized program areas: business operations, data analytics, financial engineering, healthcare, human systems, occupational safety, operations research, and quality control.
• Industry internships and faculty lab research: hands-on opportunities for professional skill development and career launch or PhD preparation.
• Flexible curriculum: tailored course selection across departments to align with individual interests and career aspirations.
• Healthcare focus: unique opportunities via the U-M Center for Healthcare Engineering and Patient Safety and U-M Health System."
"University of Michigan, Ann Arbor",MS,Industrial and Operations Engineering,工程学院,College of Engineering,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/,https://engin.umich.edu,"• Eight specialized program areas: business operations, data analytics, financial engineering, healthcare, human systems, occupational safety, operations research, and quality control.
• Industry project and research opportunities: internships, team projects, and faculty lab experiences for career or Ph.D. preparation.
• Flexible interdisciplinary curriculum: personalize class and project selections across departments to align with individual career goals.
• Healthcare engineering partnership: opportunities through the U-M Center for Healthcare Engineering and Patient Safety with U-M Health System."
"University of Michigan, Ann Arbor",MSE,Industrial and Operations Engineering,工程学院,College of Engineering,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/,https://www.engin.umich.edu,"• Specialized program areas: Eight distinct concentrations including Business Operations, Data Analytics, Financial Engineering, and Healthcare & Human Safety.
• Hands-on industry exposure: Opportunities for industry internships, team projects, and faculty lab research experiences.
• Career pathway flexibility: Prepares graduates for diverse industry careers or advanced doctoral research pursuits.
• Interdisciplinary curriculum options: Students can personalize courses and projects across various departments for unique goals."
"University of Michigan, Ann Arbor",Ph.D,Information,信息学院,School of Information,https://www.si.umich.edu/programs/phd-information/how-do-i-apply,https://www.si.umich.edu/programs/phd-information,https://www.si.umich.edu,"• Extensive research areas: Accessibility, AI, HCI, Data Science, Digital Curation, and 10+ other fields.
• Multidisciplinary research approach: exposure to diverse methods, custom-tailored scholarly work.
• Close faculty mentorship: individual attention and hands-on experience through collaborative projects.
• Diverse career placements: graduates secure tenure-track faculty, post-doctoral, and industry positions."
"University of Michigan, Ann Arbor",MS,Information,信息学院,School of Information,https://www.si.umich.edu/programs/master-science-information/how-do-i-apply,https://www.si.umich.edu/programs/master-science-information,https://www.si.umich.edu,"• Four distinct concentrations: Big Data Analytics, LAKES, UX Research and Design, and User-Centered Agile Development.
• Engaged learning via client-based projects with industry, nonprofit, and educational partners for real-world experience.
• Dedicated career development office providing coaching, workshops, interview preparation, and on-campus recruiting.
• Strong career outcomes: 95% employment rate, 90% job satisfaction, and $90K average salary.
• State-of-the-art Leinweber Building with maker spaces, modern classrooms, and labs for interdisciplinary collaboration."
