大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,招生网址,专业网址,所属院系网址,更多项目信息
Johns Hopkins University,PHD,Mathematics,艺术与科学学院,Krieger School of Arts & Sciences,https://mathematics.jhu.edu/graduate/admissions/,https://mathematics.jhu.edu/graduate/,https://krieger.jhu.edu,"• Diverse research concentrations: pure mathematics areas including analysis, algebraic geometry, and mathematical physics.
• Active data science group in collaboration with the Applied Math Department.
• Comprehensive financial support: five years of guaranteed funding, including stipend and full tuition.
• Professional development through teaching experience, conference travel allowances, and mentorship.
"
Johns Hopkins University,MSE,Applied Mathematics and Statistics,工程学院,Johns Hopkins Whiting School of Engineering,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/ms-in-applied-mathematics-and-statistics/,https://engineering.jhu.edu,"• Four main areas: Probability and Statistics, Optimization/Operations Research, Discrete Mathematics, and Computational Mathematics.
• Applications in biomedical sciences, astrophysics, business and analytics, and machine learning.
• Opportunity for research participation and thesis completion under faculty supervision.
• Specialized career resources through the university’s Life Design Lab and Graduate Career/Life Design Lab."
Johns Hopkins University,MSE,Applied Mathematics and Statistics,工程学院,Whiting School of Engineering,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/ms-in-applied-mathematics-and-statistics/,https://engineering.jhu.edu,"• Four main areas: Probability/Statistics, Optimization/Operations Research, Discrete Mathematics, and Computational Mathematics.
• Program emphasizes mathematical foundations, modeling, numerical counterparts, and real-world applications.
• Opportunity for research participation and thesis completion under faculty supervision.
• Specialized career resources, including the Life Design Lab and recruitment services."
Johns Hopkins University,PHD,Applied Mathematics and Statistics,工程学院,Whiting School of Engineering,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/doctoral-program/,https://engineering.jhu.edu,"• Diverse research in data science, probability, financial mathematics, discrete math, and computational applied math.
• Interdisciplinary focus, including a computational medicine partnership with the School of Medicine.
• Strong career preparation through the Internship Network in the Mathematical Sciences (INMAS) for industry and government roles.
"
Johns Hopkins University,PHD,Applied Mathematics and Statistics,工程学院,Whiting School of Engineering,https://engineering.jhu.edu/ams/academics/graduate-studies/graduate-admissions-process-and-criteria/,https://engineering.jhu.edu/ams/academics/graduate-studies/doctoral-program/,https://engineering.jhu.edu/,"• Diverse research in data science, probability, financial mathematics, optimization, and computational/applied mathematics.
• Interdisciplinary computational medicine focus via partnership with JHU’s Institute for Computational Medicine.
• Career readiness supported by NSF program and INMAS for industry/government internships.
• Doctoral program emphasizes mathematical reasoning, modeling, computation, and new methodology development."
Columbia University,MS,Applied Mathematics,工程与应用科学研究生学院,The Fu Foundation School of Engineering and Applied Science,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,https://engineering.columbia.edu,"• Customizable 30-point MS curriculum: five core courses and five electives for tailored interests.
• Interdisciplinary focus: connects mathematical concepts to diverse science and engineering applications.
• Practical application emphasis: mathematical modeling, problem-solving, and computational methods.
• Robust career preparation: strong prospects in finance, data science, engineering, and operations research.
• Integrated professional development: includes a required Professional Development and Leadership course."
Columbia University,MS,Applied Mathematics,工程与应用科学研究生学院,The Fu Foundation School of Engineering and Applied Science,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,https://engineering.columbia.edu,"• Flexible 30-point curriculum: five core courses plus five electives, allowing tailored interests and diverse application chains.
• Strong career outcomes: over 90% job placement in finance, data science, and tech; top employers like Google, Amazon, Goldman Sachs.
• Robust career support: dedicated Professional Development and Leadership course, plus Graduate Career Placement services.
• Real-world problem-solving: emphasizes mathematical modeling, computational methods, and applications across various industries.
"
Columbia University,MS/PHD,Applied Mathematics,工程与应用科学研究生学院,The Fu Foundation School of Engineering and Applied Science,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,https://engineering.columbia.edu,"• Flexible M.S. in Applied Mathematics allows tailored studies based on individual interests.
• Doctoral program offers strong research training, leading to faculty and leading industry roles.
• Joint Ph.D. in Applied Mathematics and Earth & Environmental Sciences includes interdisciplinary coursework and summer internships.
• Research encompasses applied and computational mathematics, with applications in physics, materials science, biology, and data science.
• Faculty expertise in optimization algorithms, wave propagation, inverse problems, and mechanical metamaterials."
Columbia University,PhD,Applied Mathematics,工程与应用科学研究生学院,The Fu Foundation School of Engineering and Applied Science,https://www.gradengineering.columbia.edu/graduate-admissions/application-requirements,https://www.apam.columbia.edu/applied-mathematics-graduate-programs,https://engineering.columbia.edu,"• PhD research spans optics, materials, machine learning, data, imaging, biology, and climate modeling.
• Strong interdisciplinary ties include Data Science Institute and NSF-funded Earth with AI and Physics Center.
• Faculty excel in innovative research, generating new knowledge, patents, and startups.
• PhD graduates achieve outstanding career placement in academia (tenure-track) and leading financial/tech companies."
Columbia University,PhD,Mathematics,艺术与科学研究生院,Graduate School of Arts and Sciences,https://www.gsas.columbia.edu/content/mathematics,https://www.math.columbia.edu/programs-math/graduate-program/,https://www.gsas.columbia.edu,"• Core research areas: Algebraic Geometry, Mathematical Physics, Number Theory, Probability, and Topology.
• Five-year full fellowship: covers tuition, provides stipend, and includes teaching/research apprenticeship.
• Dedicated research facilities: excellent mathematics library, computing resources, and graduate student offices.
• Interdisciplinary connections: allied doctoral programs in statistics, computer science, and applied mathematics."
Columbia University,MA,Mathematics with a Specialization in the Mathematics of Finance,艺术与科学研究生院,Graduate School of Arts and Sciences,https://www.gsas.columbia.edu/content/mathematics-specialization-mathematics-finance,https://www.math.columbia.edu/mafn/,https://www.gsas.columbia.edu,"• Rigorous quantitative curriculum: Focuses on stochastic processes, numerical methods, and financial applications.
• Industry-driven learning: Weekly seminars feature distinguished financial practitioners discussing research.
• Professional network: Access to over 1,400 global alumni and dedicated career development resources.
• Interdisciplinary strength: Co-sponsored by Statistics, leveraging diverse university mathematics and finance expertise."
Cornell University,Ph.D.,Applied Mathematics (Ph.D.) ,应用数学中心,Graduate School,https://gradschool.cornell.edu/academics/fields-of-study/subject/applied-mathematics/applied-mathematics-phd-ithaca/,https://www.cam.cornell.edu/cam/academics/phd-program,https://gradschool.cornell.edu,"• Interdisciplinary research opportunities across mathematical sciences, including biomathematics.
• Dissertation focus on original mathematical contributions to real-world problems.
• Solid foundation in pure mathematics (algebra, analysis) and applied methods.
• Training in identifying new research problems, independent thinking, and effective communication.
"
Cornell University,Ph.D.,Mathematics (Ph.D.) ,文理学院,The College of Arts & Sciences,https://gradschool.cornell.edu/academics/fields-of-study/subject/mathematics/mathematics-phd-ithaca/,https://math.cornell.edu/phd,https://arts.cornell.edu,"• Diverse research strengths: Outstanding faculty groups across algebra, analysis, geometry, logic, number theory, probability, and topology.
• Interdisciplinary opportunities: Close ties with applied mathematics, computer science, operations research, and statistics; option for a Computer Science M.S.
• Flexible doctoral training: Individualized instruction with a special committee and core course flexibility, with no qualifying exams.
• Professional skill development: Focus on oral/written communication, seminar participation, and required teaching assistant training.
• Robust career preparation: Equips students for diverse roles in academia, business, and government sectors."
University of Chicago,MS,Computational and Applied Mathematics,物理科学部,Physical Sciences Division,https://voices.uchicago.edu/cammasters/prospectivestudents/,https://voices.uchicago.edu/cammasters/,https://physicalsciences.uchicago.edu/,"• Comprehensive curriculum: data analysis, machine learning, numerical methods, applied probability.
• Interdisciplinary faculty: active in geophysical/medical imaging, mathematical finance, and scientific computation.
• PhD program integration: students take graduate courses alongside and are integrated with PhD candidates.
• Master's with thesis option: available for students aiming for a PhD in CAM or related fields."
University of Chicago,Ph.D,Computational and Applied Mathematics,物理科学部,Physical Sciences Division,https://cam.uchicago.edu/academics/how-to-apply/,https://cam.uchicago.edu/academics/graduate-programs/phd-program/,https://physicalsciences.uchicago.edu,"• Comprehensive core curriculum in analytical and computational mathematics fundamentals.
• Advanced coursework and research opportunities in machine learning, data science, and scientific computing.
• Interdisciplinary research focus across physical, biological, and economic sciences.
• PhD students generally receive full funding through teaching or research assignments."
University of Chicago,Joint  PhD,Ph. D. in Mathematics and Computer Science,物理科学部,Physical Sciences Division,https://cs.uchicago.edu/academics/phd/joint-math-cs-phd/,https://cs.uchicago.edu/academics/phd/joint-math-cs-phd/,https://psd.uchicago.edu,"• Dual admission to Mathematics and Computer Science PhD programs with a single dissertation.
• Focus on CS Theory, Discrete Mathematics, and Mathematical Logic research areas.
• Interdisciplinary research across departments, including data science, bioinformatics, and statistics.
• Access to state-of-the-art facilities and affiliated institutions like the Data Science Institute and Argonne National Laboratory."
University of Chicago,Ph.D,Mathematics,物理科学部,Physical Sciences Division,https://mathematics.uchicago.edu/graduate/mathematics-phd-program/how-to-apply/,https://mathematics.uchicago.edu/graduate/mathematics-phd-program/,https://psd.uchicago.edu,"• Comprehensive PhD training across combinatorics, algebraic geometry, number theory, analysis, representation theory, probability, geometry, topology, dynamical systems, logic, and financial mathematics.
• Lively research environment with over 30 faculty, daily seminars, visiting scholars, and prestigious annual lecture series.
• Interdisciplinary research opportunities including a joint PhD in Math/CS, Financial Mathematics, and collaborations in Computational and Applied Mathematics.
• Rigorous first-year program brings students to the forefront of modern mathematics through close faculty and peer interaction."
University of Chicago,MS-PSD,Mathematics,物理科学部,Physical Sciences Division,https://mspsd.uchicago.edu/application-information/,https://mspsd.uchicago.edu/,https://physicalsciences.uchicago.edu,"• Individualized career advising and support for MS students pursuing internships and industry employment.
• Access to 4,200+ paid Jeff Metcalf Internships with over 1,000 diverse employers.
• Research and summer internship opportunities at affiliated national labs: Argonne and Fermilab.
• Specialized career programs, including Computation and Engineering in Life Sciences and Financial Markets.
"
"University of California, Berkeley",Ph.D.,Applied Mathematics,数学系,Department of Mathematics,https://grad.berkeley.edu/program/applied-mathematics/,https://math.berkeley.edu/graduate/phd-program,https://math.berkeley.edu,"• Applied Mathematics Ph.D. shares most requirements with the Mathematics Ph.D., differing only in minor respects.
• Program encompasses key research areas: mathematical analysis, applied mathematics, geometry/topology, and probability.
• Doctoral candidates complete a comprehensive preliminary examination and an oral qualifying examination emphasizing specialization."
"University of California, Berkeley",Ph.D,Mathematics,数学系,Department of Mathematics,https://grad.berkeley.edu/program/mathematics/,https://math.berkeley.edu/graduate/phd-program,https://math.berkeley.edu,"• Diverse research specializations across algebra, analysis, applied mathematics, geometry, logic, and probability.
• Rigorous doctoral progression with preliminary and qualifying examinations, culminating in original dissertation research.
• Dual Ph.D. options available in both Mathematics and Applied Mathematics with closely aligned requirements.
• Strong research emphasis, guided by faculty advisors and a comprehensive qualifying examination process."
